"","slope","aspect","TRI","roughness","plotname"
"1",3.31742470874525,208.840880398195,0.231180769947771,0.788022513587635,"atoquedo_2010"
"2",3.31742470874525,208.840880398195,0.231180769947771,0.788022513587635,"atoquedo_2011"
"3",3.31742470874525,208.840880398195,0.231180769947771,0.788022513587635,"atoquedo_2012"
"4",3.31742470874525,208.840880398195,0.231180769947771,0.788022513587635,"atoquedo_2014"
"5",0.993542530717185,216.594511546242,0.0821786599281507,0.261452674865723,"la_cana_2002"
"6",0.993542530717185,216.594511546242,0.0821786599281507,0.261452674865723,"la_cana_2005"
"7",0.993542530717185,216.594511546242,0.0821786599281507,0.261452674865723,"la_cana_2011"
"8",5.87069321284779,116.80452860077,0.401835943241898,1.31115292624725,"la_ciervina_2005"
"9",5.87069321284779,116.80452860077,0.401835943241898,1.31115292624725,"la_ciervina_2011"
"10",5.87069321284779,116.80452860077,0.401835943241898,1.31115292624725,"la_ciervina_2014"
"11",4.10007383744325,181.899382870066,0.282671731904848,0.931406122782729,"las_casillas_2002"
"12",4.10007383744325,181.899382870066,0.282671731904848,0.931406122782729,"las_casillas_2007"
"13",4.10007383744325,181.899382870066,0.282671731904848,0.931406122782729,"las_casillas_2012"
"14",4.10007383744325,181.899382870066,0.282671731904848,0.931406122782729,"las_casillas_2014"
"15",1.22248108249752,317.907863623659,0.0851688339123271,0.287892333201245,"la_villa_2003"
"16",1.22248108249752,317.907863623659,0.0851688339123271,0.287892333201245,"la_villa_2010"
"17",1.22248108249752,317.907863623659,0.0851688339123271,0.287892333201245,"la_villa_2015"
"18",6.57297527494667,155.659675142891,0.447215783891442,1.50498805057516,"valdelacasa_2002"
"19",6.57297527494667,155.659675142891,0.447215783891442,1.50498805057516,"valdelacasa_2003"
"20",6.57297527494667,155.659675142891,0.447215783891442,1.50498805057516,"valdelacasa_2014"
"21",6.57297527494667,155.659675142891,0.447215783891442,1.50498805057516,"valdelacasa_2015"
"22",1.19902881086767,209.915490343952,0.100529959106445,0.308328564453125,"deheson_S3_2008"
"23",1.19902881086767,209.915490343952,0.100529959106445,0.308328564453125,"deheson_S3_2009"
"24",1.19902881086767,209.915490343952,0.100529959106445,0.308328564453125,"deheson_S3_2010"
"25",4.78043908517485,228.873227250864,0.351165117361607,1.13795820871989,"deheson_W1_2008"
"26",4.78043908517485,228.873227250864,0.351165117361607,1.13795820871989,"deheson_W1_2009"
"27",4.78043908517485,228.873227250864,0.351165117361607,1.13795820871989,"deheson_W1_2010"
"28",1.00042621579021,222.114464535713,0.0803364990234375,0.254087133789063,"deheson_C2_2008"
"29",1.00042621579021,222.114464535713,0.0803364990234375,0.254087133789063,"deheson_C2_2009"
"30",1.00042621579021,222.114464535713,0.0803364990234375,0.254087133789063,"deheson_C2_2010"
"31",1.8763788116381,199.992419711065,0.136623308913706,0.448835917662347,"deheson_S7_2008"
"32",1.8763788116381,199.992419711065,0.136623308913706,0.448835917662347,"deheson_S7_2009"
"33",1.8763788116381,199.992419711065,0.136623308913706,0.448835917662347,"deheson_S7_2010"
"34",1.91944289695882,241.357689267697,0.151321782852514,0.4681426953203,"deheson_C5_2008"
"35",1.91944289695882,241.357689267697,0.151321782852514,0.4681426953203,"deheson_C5_2009"
"36",1.91944289695882,241.357689267697,0.151321782852514,0.4681426953203,"deheson_C5_2010"
"37",1.05423580351507,182.703041120571,0.0948311698408195,0.290807774232467,"deheson_W4_2008"
"38",1.05423580351507,182.703041120571,0.0948311698408195,0.290807774232467,"deheson_W4_2009"
"39",1.05423580351507,182.703041120571,0.0948311698408195,0.290807774232467,"deheson_W4_2010"
"40",2.48698793662734,146.971563270902,0.175992891228057,0.57971913615071,"deheson_O6_2012"
"41",2.48698793662734,146.971563270902,0.175992891228057,0.57971913615071,"deheson_O6_2013"
